0 0 90 
1 0 90 
2 0 90 
3 0 90 
4 0 90 
5 0 90 
6 0 90 
7 0 90 
8 0 89 
9 0 89 
10 0 91 
11 0 75 
12 0 62 
13 0 64 
14 0 63 
15 0 64 
16 0 64 
17 0 64 
18 0 64 
19 0 64 
20 0 64 
21 0 64 
22 0 64 
23 0 64 
24 0 64 
25 0 64 
26 0 64 
27 0 64 
28 0 64 
29 0 64 
30 0 64 
31 0 64 
32 0 64 
33 0 64 
34 0 64 
35 0 64 
36 0 64 
37 0 64 
38 0 64 
39 0 64 
40 0 64 
41 0 64 
42 0 64 
43 0 64 
44 0 64 
45 0 64 
46 0 64 
47 0 64 
48 0 64 
49 0 64 
50 0 64 
51 0 64 
52 0 64 
53 0 64 
54 0 64 
55 0 64 
56 0 64 
57 0 64 
58 0 64 
59 0 64 
60 0 64 
61 0 64 
62 0 64 
63 0 64 
64 0 64 
65 0 64 
66 0 64 
67 0 64 
68 0 64 
69 0 64 
70 0 64 
71 0 64 
72 0 64 
73 0 64 
74 0 64 
75 0 64 
76 0 64 
77 0 64 
78 0 64 
79 0 64 
80 0 64 
81 0 64 
82 0 64 
83 0 64 
84 0 64 
85 0 64 
86 0 64 
87 0 64 
88 0 64 
89 0 64 
90 0 64 
91 0 64 
92 0 64 
93 0 64 
94 0 64 
95 0 64 
96 0 64 
97 0 64 
98 0 64 
99 0 64 
100 0 64 
101 0 64 
102 0 64 
103 0 64 
104 0 64 
105 0 64 
106 0 64 
107 0 64 
108 0 64 
109 0 64 
110 0 64 
111 0 64 
112 0 64 
113 0 64 
114 0 64 
115 0 64 
116 0 64 
117 0 64 
118 0 63 
119 0 64 
120 0 63 
121 0 68 
122 0 88 
123 0 90 
124 0 89 
125 0 90 
126 0 88 
127 0 100 
128 0 111 
129 0 111 
130 0 96 
131 0 88 
132 0 90 
133 0 89 
134 0 90 
135 0 88 
136 0 66 
137 0 63 
138 0 64 
139 0 64 
140 0 64 
141 0 63 
142 0 64 
143 0 62 
144 0 48 
145 0 46 
146 0 47 
147 0 47 
148 0 47 
149 0 47 
150 0 47 
151 0 47 
152 0 47 
153 0 47 
154 0 47 
155 0 47 
156 0 47 
157 0 47 
158 0 47 
159 0 47 
160 0 47 
161 0 47 
162 0 47 
163 0 47 
164 0 47 
165 0 47 
166 0 47 
167 0 47 
168 0 47 
169 0 47 
170 0 47 
171 0 47 
172 0 47 
173 0 47 
174 0 47 
175 0 47 
176 0 47 
177 0 47 
178 0 46 
179 0 47 
0 1 90 
1 1 90 
2 1 90 
3 1 90 
4 1 90 
5 1 90 
6 1 90 
7 1 90 
8 1 89 
9 1 90 
10 1 85 
11 1 65 
12 1 62 
13 1 62 
14 1 64 
15 1 64 
16 1 63 
17 1 64 
18 1 64 
19 1 64 
20 1 64 
21 1 64 
22 1 64 
23 1 64 
24 1 64 
25 1 64 
26 1 64 
27 1 64 
28 1 64 
29 1 64 
30 1 64 
31 1 64 
32 1 64 
33 1 64 
34 1 64 
35 1 64 
36 1 64 
37 1 64 
38 1 64 
39 1 64 
40 1 64 
41 1 64 
42 1 64 
43 1 64 
44 1 64 
45 1 64 
46 1 64 
47 1 64 
48 1 64 
49 1 64 
50 1 64 
51 1 64 
52 1 64 
53 1 64 
54 1 64 
55 1 64 
56 1 64 
57 1 64 
58 1 64 
59 1 64 
60 1 64 
61 1 64 
62 1 64 
63 1 64 
64 1 64 
65 1 64 
66 1 64 
67 1 64 
68 1 64 
69 1 64 
70 1 64 
71 1 64 
72 1 64 
73 1 64 
74 1 64 
75 1 64 
76 1 64 
77 1 64 
78 1 64 
79 1 64 
80 1 64 
81 1 64 
82 1 64 
83 1 64 
84 1 64 
85 1 64 
86 1 64 
87 1 64 
88 1 64 
89 1 64 
90 1 64 
91 1 64 
92 1 64 
93 1 64 
94 1 64 
95 1 64 
96 1 64 
97 1 64 
98 1 64 
99 1 64 
100 1 64 
101 1 64 
102 1 64 
103 1 64 
104 1 64 
105 1 64 
106 1 64 
107 1 64 
108 1 64 
109 1 64 
110 1 64 
111 1 64 
112 1 64 
113 1 64 
114 1 64 
115 1 64 
116 1 64 
117 1 64 
118 1 63 
119 1 64 
120 1 62 
121 1 83 
122 1 91 
123 1 89 
124 1 90 
125 1 88 
126 1 95 
127 1 111 
128 1 112 
129 1 101 
130 1 88 
131 1 90 
132 1 89 
133 1 90 
134 1 89 
135 1 69 
136 1 62 
137 1 64 
138 1 63 
139 1 63 
140 1 64 
141 1 63 
142 1 65 
143 1 55 
144 1 45 
145 1 47 
146 1 46 
147 1 47 
148 1 47 
149 1 47 
150 1 47 
151 1 47 
152 1 47 
153 1 47 
154 1 47 
155 1 47 
156 1 47 
157 1 47 
158 1 47 
159 1 47 
160 1 47 
161 1 47 
162 1 47 
163 1 47 
164 1 47 
165 1 47 
166 1 47 
167 1 47 
168 1 47 
169 1 47 
170 1 47 
171 1 47 
172 1 47 
173 1 47 
174 1 47 
175 1 47 
176 1 47 
177 1 46 
178 1 47 
179 1 46 
0 2 90 
1 2 90 
2 2 90 
3 2 90 
4 2 90 
5 2 90 
6 2 90 
7 2 90 
8 2 89 
9 2 90 
10 2 89 
11 2 87 
12 2 83 
13 2 70 
14 2 62 
15 2 64 
16 2 64 
17 2 63 
18 2 64 
19 2 64 
20 2 64 
21 2 64 
22 2 64 
23 2 64 
24 2 64 
25 2 64 
26 2 64 
27 2 64 
28 2 64 
29 2 64 
30 2 64 
31 2 64 
32 2 64 
33 2 64 
34 2 64 
35 2 64 
36 2 64 
37 2 64 
38 2 64 
39 2 64 
40 2 64 
41 2 64 
42 2 64 
43 2 64 
44 2 64 
45 2 64 
46 2 64 
47 2 64 
48 2 64 
49 2 64 
50 2 64 
51 2 64 
52 2 64 
53 2 64 
54 2 64 
55 2 64 
56 2 64 
57 2 64 
58 2 64 
59 2 64 
60 2 64 
61 2 64 
62 2 64 
63 2 64 
64 2 64 
65 2 64 
66 2 64 
67 2 64 
68 2 64 
69 2 64 
70 2 64 
71 2 64 
72 2 64 
73 2 64 
74 2 64 
75 2 64 
76 2 64 
77 2 64 
78 2 64 
79 2 64 
80 2 64 
81 2 64 
82 2 64 
83 2 64 
84 2 64 
